"rep","method","rr_obs","n_resp","undersample_ratio_11","y_mean_bias","y_mean_abs_err","y_pred_mae","cov_bias","cov_abs_err","p11_bias","p11_abs_err","weight_var","min_weight","max_weight"
367,"oracle_joint",0.3668,1834,0.0253097448760843,0.000344352487287813,0.000344352487287813,0.914439419423943,-1.18922357683626e-07,1.18922357683626e-07,3.33066907387547e-15,3.33066907387547e-15,9.77548832225258,0.67518143572621,39.5104733333333
367,"standard",0.3668,1834,0.0253097448760843,0.805185880140517,0.805185880140517,0.914439419423942,-0.205656153656774,0.205656153656774,-0.20565603473476,0.20565603473476,0.657355933632387,0.247163518624704,8.07937602471658
367,"constrained",0.3668,1834,0.0253097448760843,0.622909065379111,0.622909065379111,0.914439419423943,-0.159080118922253,0.159080118922253,-0.159079999999775,0.159079999999775,1.52092898175149,0.3668,15.1977466667051
368,"unweighted",0.3718,1859,0.0145654699981697,0.529054921449556,0.529054921449556,0.913561110880701,-0.127889955478355,0.127889955478355,-0.254754534696073,0.254754534696073,0,1,1
368,"oracle_ipw",0.3718,1859,0.0145654699981697,0.193186598453232,0.193186598453232,0.913561110880697,-0.0445477554437509,0.0445477554437509,-0.102118986289725,0.102118986289725,6.21717591851012,0.769178530389945,41.535640641057
368,"oracle_joint",0.3718,1859,0.0145654699981697,-0.0271026609904794,0.0271026609904794,0.913561110880696,-1.18922358315066e-07,1.18922358315066e-07,-3.33066907387547e-16,3.33066907387547e-16,17.3150687351941,0.659078263665594,68.6555257142856
368,"standard",0.3718,1859,0.0145654699981697,0.836350694085655,0.836350694085655,0.913561110880698,-0.223798441179646,0.223798441179646,-0.223798322261351,0.223798322261351,0.586623743515088,0.214407443034646,9.22108555961056
368,"constrained",0.3718,1859,0.0145654699981697,0.615206508723139,0.615206508723139,0.913561110880697,-0.166480118922364,0.166480118922364,-0.166479999999996,0.166479999999996,2.24865762340057,0.3718,24.4431942857147
369,"unweighted",0.369,1845,0.0230622761124718,0.481791897130951,0.481791897130951,0.921762237273978,-0.114311368588974,0.114311368588974,-0.252557940379404,0.252557940379404,0,1,1
369,"oracle_ipw",0.369,1845,0.0230622761124718,-0.0289122119380789,0.0289122119380789,0.921762237273987,-0.0032992635471146,0.0032992635471146,-0.0314600253036755,0.0314600253036755,8.2557095029322,0.70526204261737,38.084150301338
